Topic,Count,Name,Representation,Representative_Docs,Top Keywords
847,13,847_heaven_yesterday_version_release,"['heaven', 'yesterday', 'version', 'release', 'notify', 'late', 'internet', 'loop', 'today', 'interaction']","['work update app way view anything go online internet app say need update already update late version', 'update cause problem last update say yesterday say late release date version still say app need update download late today still get old version notify need update loop way see information unless online look way yesterday would even thank heaven least access fund today use', 'update cause problem last update say yesterday say late release date version still say app need update download late today still get old version notify need update loop way see information unless online look way yesterday would even thank heaven least access fund today use']","heaven, yesterday, version, release, notify, late, internet, loop, today, interaction"
848,13,848_communicate_difficult_refine_application,"['communicate', 'difficult', 'refine', 'application', 'edit', 'cumbersome', 'layout', 'improve', 'really', 'seem']","['edit app really difficult communicate phone', 'edit app really difficult communicate phone', 'edit app really difficult communicate phone']","communicate, difficult, refine, application, edit, cumbersome, layout, improve, really, seem"
849,13,849_clutter_bannere_unneccessary_pleaaase,"['clutter', 'bannere', 'unneccessary', 'pleaaase', 'mixed', 'intrinsic', 'modification', 'replicate', 'contrast', 'despite']","['nice overall big complaint extra unneccessary stuff main page push product need interested track card top page despite activate use week blue bannere set account credit card check line item despite use week already set everything able list within selection make alot clutter PLEAAASE fix', 'nice overall big complaint extra unneccessary stuff main page push product need interested track card top page despite activate use week blue bannere set account credit card check line item despite use week already set everything able list within selection make alot clutter PLEAAASE fix', 'nice overall big complaint extra unneccessary stuff main page push product need interested track card top page despite activate use week blue bannere set account credit card check line item despite use week already set everything able list within selection make alot clutter PLEAAASE fix']","clutter, bannere, unneccessary, pleaaase, mixed, intrinsic, modification, replicate, contrast, despite"
850,13,850_stock_investement_billionare_surge,"['stock', 'investement', 'billionare', 'surge', 'dude', 'acc', 'ditgimine', 'sucker', 'invest', 'market']","['Money Market acc suck let buy stock surge could buy stock go percent could make million', 'Money Market acc suck let buy stock surge could buy stock go percent could make million', 'Money Market acc suck let buy stock surge could buy stock go percent could make million']","stock, investement, billionare, surge, dude, acc, ditgimine, sucker, invest, market"
851,13,851_navigation_homescreen_landing_button,"['navigation', 'homescreen', 'landing', 'button', 'unchanged', 'unaffected', 'readily', 'detect', 'stack', 'edge']","['late update make app large screen go beyond navigation button bottom confirm mobile deposit work navigation button button make deposit behind navigation button Android', 'App functionality mostly fine every TIME update push last April remove app phone homescreen remain instal readily find go app drawer delete homescreen app folder stack keep banking app happen around year uninstall reinstall fix issue unaffected unchanged update app behave way galaxy Android date', 'App functionality mostly fine every TIME update push last April remove app phone homescreen remain instal readily find go app drawer delete homescreen app folder stack keep banking app happen around year uninstall reinstall fix issue unaffected unchanged update app behave way galaxy Android date']","navigation, homescreen, landing, button, unchanged, unaffected, readily, detect, stack, edge"
852,13,852_march_hub_webview_idea,"['march', 'hub', 'webview', 'idea', 'tap', 'whenever', 'chance', 'oppose', 'recent', 'notice']","['recent March update app long work Samsung phone immediately crash open actually never notice major bug recent bug fix update', 'recent March update app long work Samsung phone immediately crash open actually never notice major bug recent bug fix update', 'recent March update app long work Samsung phone immediately crash open actually never notice major bug recent bug fix update']","march, hub, webview, idea, tap, whenever, chance, oppose, recent, notice"
853,13,853_fight_website_junk_failure,"['fight', 'website', 'junk', 'failure', 'simply', 'worth', 'hang', 'login', 'hope', 'error']","['crash right work half time try use say thing like authentication error something go reinstall hope would fix try fight junk leave log website worth error every time try', 'crash right work half time try use say thing like authentication error something go reinstall hope would fix try fight junk leave log website worth error every time try', 'crash right work half time try use say thing like authentication error something go reinstall hope would fix try fight junk leave log website worth error every time try']","fight, website, junk, failure, simply, worth, hang, login, hope, error"
854,13,854_tired_chill_banner_smh,"['tired', 'chill', 'banner', 'smh', 'face', 'annoying', 'chase', 'almost', 'good', 'update']","['annoying face banner chill Chase', 'annoying face banner chill Chase', 'annoying face banner chill Chase']","tired, chill, banner, smh, face, annoying, chase, almost, good, update"
855,13,855_icon_reauthenticate_fingerprint_spinning,"['icon', 'reauthenticate', 'fingerprint', 'spinning', 'turn', 'authentication', 'wheel', 'reinstalled', 'moment', 'tap']","['fingerprint sign work turn setting open app pop tap fingerprint icon login screen see spinning wheel moment nothing else happen try turn back still work turn', 'fingerprint sign work turn setting open app pop tap fingerprint icon login screen see spinning wheel moment nothing else happen try turn back still work turn', 'fingerprint sign work turn setting open app pop tap fingerprint icon login screen see spinning wheel moment nothing else happen try turn back still work turn']","icon, reauthenticate, fingerprint, spinning, turn, authentication, wheel, reinstalled, moment, tap"
856,13,856_diligently_refreshing_relieve_puzzle,"['diligently', 'refreshing', 'relieve', 'puzzle', 'drill', 'working', 'csr', 'switch', 'solve', 'god']","['solve puzzle every TIME open APP hope God bug new policy switch bank', 'switch bank care app work budget try drill category result refreshing nothing show', 'switch bank care app work budget try drill category result refreshing nothing show']","diligently, refreshing, relieve, puzzle, drill, working, csr, switch, solve, god"
857,12,857_looooong_ach_uodate_poor,"['looooong', 'ach', 'uodate', 'poor', 'sad', 'improvement', 'slow', 'dollar', 'run', 'single']","['poor experience slow ach deposit sad', 'poor experience slow ach deposit sad', 'poor experience slow ach deposit sad']","looooong, ach, uodate, poor, sad, improvement, slow, dollar, run, single"
858,12,858_recur_page_assistant_link,"['recur', 'page', 'assistant', 'link', 'blank', 'virtual', 'load', 'expect', 'correctly', 'payment']","['useless get blank screen try link payment expect pay balance app even get app load correctly', 'App difficult navigate unable set recur payment put recur payment virtual assistant take page make single payment', 'App difficult navigate unable set recur payment put recur payment virtual assistant take page make single payment']","recur, page, assistant, link, blank, virtual, load, expect, correctly, payment"
859,12,859_citibank_citi_omg_fraudster,"['citibank', 'citi', 'omg', 'fraudster', 'unblock', 'attorney', 'sue', 'facebook', 'avoid', 'destroy']","['use app block access Citi account speak nearly Citi rep past day even speak English one solve issue login pay bill go destroy credit rating use remain balance account hire attorney sue avoid app Citi cost warn EDIT see Citi respond handle financial issue Facebook Avoid', 'use app block access Citi account speak nearly Citi rep past day even speak English one solve issue login pay bill go destroy credit rating use remain balance account hire attorney sue avoid app Citi cost warn EDIT see Citi respond handle financial issue Facebook Avoid', 'use app block access Citi account speak nearly Citi rep past day even speak English one solve issue login pay bill go destroy credit rating use remain balance account hire attorney sue avoid app Citi cost warn EDIT see Citi respond handle financial issue Facebook Avoid']","citibank, citi, omg, fraudster, unblock, attorney, sue, facebook, avoid, destroy"
860,12,860_recipient_robot_address_reorder,"['recipient', 'robot', 'address', 'reorder', 'delete', 'submit', 'functional', 'unenrolle', 'however', 'complete']","['app allow delete recipient Zelle please fix bug', 'know delete recipient App stick much get list recipient', 'know delete recipient App stick much get list recipient']","recipient, robot, address, reorder, delete, submit, functional, unenrolle, however, complete"
861,12,861_intest_ect_grade_unwillingness,"['intest', 'ect', 'grade', 'unwillingness', 'hungry', 'apply', 'inappropriate', 'merger', 'spend', 'suntrust']","['every grade make bad force customer spend money new phone ect', 'every grade make bad force customer spend money new phone ect', 'every grade make bad force customer spend money new phone ect']","intest, ect, grade, unwillingness, hungry, apply, inappropriate, merger, spend, suntrust"
862,12,862_mad_officially_barrier_pixel,"['mad', 'officially', 'barrier', 'pixel', 'recommendation', 'sort', 'iphone', 'word', 'puzzle', 'decline']","['never write review app seem want waste time make mad go work time go disable biometric login go tell compatible pixel know cause trouble let clear android instead iphone want device sort control want keep cause problem say find new bank', 'never write review app seem want waste time make mad go work time go disable biometric login go tell compatible pixel know cause trouble let clear android instead iphone want device sort control want keep cause problem say find new bank', 'never write review app seem want waste time make mad go work time go disable biometric login go tell compatible pixel know cause trouble let clear android instead iphone want device sort control want keep cause problem say find new bank']","mad, officially, barrier, pixel, recommendation, sort, iphone, word, puzzle, decline"
863,12,863_unwanted_dump_game_install,"['unwanted', 'dump', 'game', 'install', 'keep', 'ask', 'compatible', 'update', 'phone', 'let']","['keep update dump unwanted game phone say phone compatible app', 'keep update dump unwanted game phone say phone compatible app', 'keep update dump unwanted game phone say phone compatible app']","unwanted, dump, game, install, keep, ask, compatible, update, phone, let"
864,12,864_course_bunch_build_annual,"['course', 'bunch', 'build', 'annual', 'none', 'tap', 'luck', 'building', 'guarantee', 'link']","['right bank suck send credit card week ago still use answer none message back course use card right send bunch information want still luck yet build annual fee card use stay away bank', 'right bank suck send credit card week ago still use answer none message back course use card right send bunch information want still luck yet build annual fee card use stay away bank', 'right bank suck send credit card week ago still use answer none message back course use card right send bunch information want still luck yet build annual fee card use stay away bank']","course, bunch, build, annual, none, tap, luck, building, guarantee, link"
865,12,865_inthink_grievance_bullstuff_peight,"['inthink', 'grievance', 'bullstuff', 'peight', 'weeks', 'concerned', 'ball', 'penalize', 'pick', 'cano']","['update WEEKS ago day lock frustrating least grievance region year inthink time change far concerned drop ball', 'update WEEKS ago day lock frustrating least grievance region year inthink time change far concerned drop ball', 'update WEEKS ago day lock frustrating least grievance region year inthink time change far concerned drop ball']","inthink, grievance, bullstuff, peight, weeks, concerned, ball, penalize, pick, cano"
866,12,866_tablet_ebt_entry_insufficient,"['tablet', 'ebt', 'entry', 'insufficient', 'grand', 'local', 'redo', 'upset', 'got', 'reversal']","['bad go local bank got password change plus get new check order try put bank app tablet number branch give work password upset', 'app allow payment EBT bank account number credit card app application datum program schedule payment total transaction complete balance one day prior due date grand account insufficient fund problem work Pass neither fingerprint entry password entry etc password well enter correctly twice call Security bank hack', 'app allow payment EBT bank account number credit card app application datum program schedule payment total transaction complete balance one day prior due date grand account insufficient fund problem work Pass neither fingerprint entry password entry etc password well enter correctly twice call Security bank hack']","tablet, ebt, entry, insufficient, grand, local, redo, upset, got, reversal"
867,12,867_note_galaxy_compatible_long,"['note', 'galaxy', 'compatible', 'long', 'samsung', 'enough', 'device', 'fine', 'useless', 'support']","['long compatible note', 'long compatible note', 'long compatible note']","note, galaxy, compatible, long, samsung, enough, device, fine, useless, support"
868,12,868_bcuz_dumpster_caption_illegible,"['bcuz', 'dumpster', 'caption', 'illegible', 'disgusted', 'rubbish', 'tablet', 'walk', 'whatsoever', 'serve']","['ABSOLUTE rubbish mobile deposit never work lie number illegible bottom screen complete dumpster fire four year pass still never fix anything recommend WHATSOEVER PATHETIC', 'ABSOLUTE rubbish mobile deposit never work lie number illegible bottom screen complete dumpster fire four year pass still never fix anything recommend WHATSOEVER PATHETIC', 'ABSOLUTE rubbish mobile deposit never work lie number illegible bottom screen complete dumpster fire four year pass still never fix anything recommend WHATSOEVER PATHETIC']","bcuz, dumpster, caption, illegible, disgusted, rubbish, tablet, walk, whatsoever, serve"
869,12,869_glitchy_properly_cache_reset,"['glitchy', 'properly', 'cache', 'reset', 'clear', 'image', 'new', 'several', 'fine', 'download']","['every update new problem clear cache work fine day reset', 'every update new problem clear cache work fine day reset', 'every update new problem clear cache work fine day reset']","glitchy, properly, cache, reset, clear, image, new, several, fine, download"
870,12,870_isherwise_maker_senior_budget,"['isherwise', 'maker', 'senior', 'budget', 'purchase', 'rely', 'thus', 'limited', 'model', 'happy']","['unable use unless purchase new phone long compatible device senior limited budget rely access account make purchase fund run purchase new phone HAPPY', 'unable use unless purchase new phone long compatible device senior limited budget rely access account make purchase fund run purchase new phone HAPPY', 'unable use unless purchase new phone long compatible device senior limited budget rely access account make purchase fund run purchase new phone HAPPY']","isherwise, maker, senior, budget, purchase, rely, thus, limited, model, happy"
871,12,871_appt_moble_compatable_compatibility,"['appt', 'moble', 'compatable', 'compatibility', 'android', 'future', 'daily', 'device', 'compatible', 'issue']","['moble app compatible android device future use daily say device compatable', 'moble app compatible android device future use daily say device compatable', 'moble app compatible android device future use daily say device compatable']","appt, moble, compatable, compatibility, android, future, daily, device, compatible, issue"
872,12,872_tonight_outage_temporarily_joke,"['tonight', 'outage', 'temporarily', 'joke', 'desk', 'world', 'avenue', 'unavailable', 'resolve', 'banking']","['lock online banking week every time try get resolve get different answer need make payment tonight get online banking', 'helpful work time keep get mobile banking temporarily unavailable message call help desk say outage end able log mobile banking web browser deposit check account anymore get app', 'helpful work time keep get mobile banking temporarily unavailable message call help desk say outage end able log mobile banking web browser deposit check account anymore get app']","tonight, outage, temporarily, joke, desk, world, avenue, unavailable, resolve, banking"
873,12,873_document_tax_reflective_problematic,"['document', 'tax', 'reflective', 'problematic', 'lighting', 'pre', 'photo', 'visible', 'eligible', 'occurrence']","['app trash Deposit Home feature frequently work tell read pre print number clearly visible image check use great lighting dark non reflective background primary reason use app problematic since become option year submit feedback still issue', 'app trash Deposit Home feature frequently work tell read pre print number clearly visible image check use great lighting dark non reflective background primary reason use app problematic since become option year submit feedback still issue', 'app trash Deposit Home feature frequently work tell read pre print number clearly visible image check use great lighting dark non reflective background primary reason use app problematic since become option year submit feedback still issue']","document, tax, reflective, problematic, lighting, pre, photo, visible, eligible, occurrence"
874,12,874_hack_unsafe_alway_hacker,"['hack', 'unsafe', 'alway', 'hacker', 'safe', 'daily', 'easily', 'application', 'happen', 'time']","['unsafe hack time', 'unsafe hack time', 'unsafe hack time']","hack, unsafe, alway, hacker, safe, daily, easily, application, happen, time"
875,12,875_legitimacy_professionalism_discriminate_legal,"['legitimacy', 'professionalism', 'discriminate', 'legal', 'physical', 'place', 'white', 'perfectly', 'key', 'tired']","['close account bank still send statement still open sure go question legitimacy bank professionalism', 'close account bank still send statement still open sure go question legitimacy bank professionalism', 'close account bank still send statement still open sure go question legitimacy bank professionalism']","legitimacy, professionalism, discriminate, legal, physical, place, white, perfectly, key, tired"
876,12,876_flagstar_transfter_captial_versa,"['flagstar', 'transfter', 'captial', 'versa', 'vice', 'greed', 'century', 'tight', 'furthermore', 'ally']","['take long time perform transfer external account Ally transaction instant century fact happen second Ally hold money business day greed furthermore Ally put tight limit Transfer especially ACH transfer amount quite bank pay much high interest Ally like Banking Direct Flagstar Bank', 'take long time perform transfer external account Ally transaction instant century fact happen second Ally hold money business day greed furthermore Ally put tight limit Transfer especially ACH transfer amount quite bank pay much high interest Ally like Banking Direct Flagstar Bank', 'take long time perform transfer external account Ally transaction instant century fact happen second Ally hold money business day greed furthermore Ally put tight limit Transfer especially ACH transfer amount quite bank pay much high interest Ally like Banking Direct Flagstar Bank']","flagstar, transfter, captial, versa, vice, greed, century, tight, furthermore, ally"
877,12,877_inable_thid_depositor_hours,"['inable', 'thid', 'depositor', 'hours', 'encourage', 'incompatible', 'remote', 'reconnect', 'obviously', 'therefore']","['many issue deal try install app spend HOURS phone tech support inable get app instal run fine easy get point another disappointing update Thid new app incompatible phone therefore long able remote banking thank helpful encourage depositor bank elsewhere', 'many issue deal try install app spend HOURS phone tech support inable get app instal run fine easy get point another disappointing update Thid new app incompatible phone therefore long able remote banking thank helpful encourage depositor bank elsewhere', 'many issue deal try install app spend HOURS phone tech support inable get app instal run fine easy get point another disappointing update Thid new app incompatible phone therefore long able remote banking thank helpful encourage depositor bank elsewhere']","inable, thid, depositor, hours, encourage, incompatible, remote, reconnect, obviously, therefore"
878,12,878_provisional_happend_purse_mailbox,"['provisional', 'happend', 'purse', 'mailbox', 'oswell', 'vandalize', 'mirror', 'fraudulent', 'door', 'february']","['bank great long need help fraud activity order brand new debit card mine get old never receive card someone break mailbox take card spend lot money never use card buy thing use saving day find happend report right away dispute receive provisional credit money withdrawal ATM discover want give', 'bank great long need help fraud activity order brand new debit card mine get old never receive card someone break mailbox take card spend lot money never use card buy thing use saving day find happend report right away dispute receive provisional credit money withdrawal ATM discover want give', 'bank great long need help fraud activity order brand new debit card mine get old never receive card someone break mailbox take card spend lot money never use card buy thing use saving day find happend report right away dispute receive provisional credit money withdrawal ATM discover want give']","provisional, happend, purse, mailbox, oswell, vandalize, mirror, fraudulent, door, february"
879,12,879_intuitive_counter_busy_old,"['intuitive', 'counter', 'busy', 'old', 'give', '', '', '', '', '']","['intuitive', 'intuitive', 'intuitive']","intuitive, counter, busy, old, give, , , , , "
880,12,880_limit_anouther_drawl_build,"['limit', 'anouther', 'drawl', 'build', 'research', 'attach', 'lower', 'payday', 'apply', 'paymemts']","['card several year utilize close max limit pay full zero late paymemts use card lieu cash keep track usage thank get cut limit cause tremendous effect credit rating usage available credit currently shop another card replace use card pay full get maximum benefit cash back travel etc', 'apply card build credit score use pay full balance month use third card affect credit score go limit use learn card ask question credit card research apply look build score one definitely would recommend', 'apply card build credit score use pay full balance month use third card affect credit score go limit use learn card ask question credit card research apply look build score one definitely would recommend']","limit, anouther, drawl, build, research, attach, lower, payday, apply, paymemts"
881,12,881_convenience_unused_begin_unwanted,"['convenience', 'unused', 'begin', 'unwanted', 'redownload', 'citibank', 'annoyed', 'clean', 'tool', 'store']","['get discover card couple year ago also app convenience couple month ago begin receive error message try uninstall reinstall go play store redownload begin receive message phone compatible app since get discover card like like convenience able check account app really annoyed update', 'get discover card couple year ago also app convenience couple month ago begin receive error message try uninstall reinstall go play store redownload begin receive message phone compatible app since get discover card like like convenience able check account app really annoyed update', 'get discover card couple year ago also app convenience couple month ago begin receive error message try uninstall reinstall go play store redownload begin receive message phone compatible app since get discover card like like convenience able check account app really annoyed update']","convenience, unused, begin, unwanted, redownload, citibank, annoyed, clean, tool, store"
882,12,882_loop_catch_resent_alone,"['loop', 'catch', 'resent', 'alone', 'include', 'restart', 'crash', 'stop', 'people', 'leave']","['catch update loop App update open restart phone still loop fix app people', 'catch update loop App update open restart phone still loop fix app people', 'catch update loop App update open restart phone still loop fix app people']","loop, catch, resent, alone, include, restart, crash, stop, people, leave"
883,12,883_aka_pic_upload_convoluted,"['aka', 'pic', 'upload', 'convoluted', 'photo', 'blow', 'wanna', 'generally', 'snap', 'nuts']","['App blow wanna use deposit check aka refuse take pic without reset app aka force reset app take pic generally back check photo even annoying put everything else crash last second problem long time disappoint fix yet review reply clear cache reinstall want come', 'App blow wanna use deposit check aka refuse take pic without reset app aka force reset app take pic generally back check photo even annoying put everything else crash last second problem long time disappoint fix yet review reply clear cache reinstall want come', 'App blow wanna use deposit check aka refuse take pic without reset app aka force reset app take pic generally back check photo even annoying put everything else crash last second problem long time disappoint fix yet review reply clear cache reinstall want come']","aka, pic, upload, convoluted, photo, blow, wanna, generally, snap, nuts"
884,12,884_wells_fargo_verizon_yrs,"['wells', 'fargo', 'verizon', 'yrs', 'excessive', 'march', 'appear', 'everyone', 'maybe', 'early']","['use app phone able deposit check use phone online version early March without use app good app everyone use Wells Fargo yrs maybe time new bank', 'use app phone able deposit check use phone online version early March without use app good app everyone use Wells Fargo yrs maybe time new bank', 'use app phone able deposit check use phone online version early March without use app good app everyone use Wells Fargo yrs maybe time new bank']","wells, fargo, verizon, yrs, excessive, march, appear, everyone, maybe, early"
885,12,885_signature_differ_pix_autocapture,"['signature', 'differ', 'pix', 'autocapture', 'photo', 'placement', 'identical', 'bite', 'endorsement', 'remotely']","['spend hour try deposit check could pick endorsement signature take photo differ background light avail awesome', 'spend hour try deposit check could pick endorsement signature take photo differ background light avail awesome', 'spend hour try deposit check could pick endorsement signature take photo differ background light avail awesome']","signature, differ, pix, autocapture, photo, placement, identical, bite, endorsement, remotely"
886,12,886_internet_connection_state_unusable,"['internet', 'connection', 'state', 'unusable', 'half', 'always', 'tell', 'open', 'never', 'issue']","['App state internet connection', 'App state internet connection', 'App state internet connection']","internet, connection, state, unusable, half, always, tell, open, never, issue"
887,12,887_performance_devops_comprehensive_extended,"['performance', 'devops', 'comprehensive', 'extended', 'annoyingly', 'persistent', 'introduce', 'redesign', 'development', 'application']","['application experience persistent functional issue extended period recent update introduce consistent authentication failure give application long stand performance problem comprehensive application redesign change software development DevOps team consider improve performance', 'application experience persistent functional issue extended period recent update introduce consistent authentication failure give application long stand performance problem comprehensive application redesign change software development DevOps team consider improve performance', 'application experience persistent functional issue extended period recent update introduce consistent authentication failure give application long stand performance problem comprehensive application redesign change software development DevOps team consider improve performance']","performance, devops, comprehensive, extended, annoyingly, persistent, introduce, redesign, development, application"
888,12,888_speedy_janky_clunky_sake,"['speedy', 'janky', 'clunky', 'sake', 'pos', 'optimize', 'competent', 'consistent', 'pnc', 'possibly']","['thing consistent app consistently piss everyone janky pos crash IMMEDIATELY every time login require least one login possibly absolute garbage happen push update sake update login work biometric work mobile deposit barely work great', 'thing consistent app consistently piss everyone janky pos crash IMMEDIATELY every time login require least one login possibly absolute garbage happen push update sake update login work biometric work mobile deposit barely work great', 'thing consistent app consistently piss everyone janky pos crash IMMEDIATELY every time login require least one login possibly absolute garbage happen push update sake update login work biometric work mobile deposit barely work great']","speedy, janky, clunky, sake, pos, optimize, competent, consistent, pnc, possibly"
889,12,889_barcode_florida_mile_otherword,"['barcode', 'florida', 'mile', 'otherword', 'unconscionable', 'listing', 'id', 'jetblue', 'accomodate', 'ytd']","['fully process recent transaction list order date cause unnecessary confusion try perform transfer credit union sign fail programmer want accomodate member id along side account route number require transfer process successfully otherword Chase receive money credit union fine make impossible transfer back app GUI failing button', 'use app Alaska Visa point show yet despite meet spending requirement long ago statement online listing identify transaction qualify mile see YTD spending one month time try check Chase clue support airline mile partnership', 'use app Alaska Visa point show yet despite meet spending requirement long ago statement online listing identify transaction qualify mile see YTD spending one month time try check Chase clue support airline mile partnership']","barcode, florida, mile, otherword, unconscionable, listing, id, jetblue, accomodate, ytd"
890,12,890_gain_till_anywhere_sign,"['gain', 'till', 'anywhere', 'sign', 'become', 'button', 'sit', 'minute', 'kind', 'several']","['open app say time sign gain say till try sign', 'open app say time sign gain say till try sign', 'open app say time sign gain say till try sign']","gain, till, anywhere, sign, become, button, sit, minute, kind, several"
891,12,891_naming_shocking_stadium_fundamentally,"['naming', 'shocking', 'stadium', 'fundamentally', 'major', 'unreliable', 'decide', 'spend', 'lousy', 'disappointed']","['fundamentally unreliable rate shocking major bank think decide money would well spend stadium naming right', 'fundamentally unreliable rate shocking major bank think decide money would well spend stadium naming right', 'fundamentally unreliable rate shocking major bank think decide money would well spend stadium naming right']","naming, shocking, stadium, fundamentally, major, unreliable, decide, spend, lousy, disappointed"
892,12,892_gui_inform_upcoming_favorite,"['gui', 'inform', 'upcoming', 'favorite', 'heartbeat', 'impression', 'avail', 'ira', 'cool', 'assistance']","['go express basically many already new GUI horrible favorite feature either go extra hassle new feature cool big thing calendar upcoming transaction could easily look see get pay payment come long please back update May yet change GUI nothing', 'go express basically many already new GUI horrible favorite feature either go extra hassle new feature cool big thing calendar upcoming transaction could easily look see get pay payment come long please back update May yet change GUI nothing', 'go express basically many already new GUI horrible favorite feature either go extra hassle new feature cool big thing calendar upcoming transaction could easily look see get pay payment come long please back update May yet change GUI nothing']","gui, inform, upcoming, favorite, heartbeat, impression, avail, ira, cool, assistance"
893,12,893_bugfix_wise_hopefully_november,"['bugfix', 'wise', 'hopefully', 'november', 'fear', 'detail', 'anyone', 'else', 'soon', 'ago']","['credit card info stop load app week ago let hopefully bugfix come soon pay thing', 'credit card info stop load app week ago let hopefully bugfix come soon pay thing', 'credit card info stop load app week ago let hopefully bugfix come soon pay thing']","bugfix, wise, hopefully, november, fear, detail, anyone, else, soon, ago"
894,12,894_appointment_exist_consume_yes,"['appointment', 'exist', 'consume', 'yes', 'prompt', 'paper', 'credential', 'already', 'personal', 'write']","['unable log even username password write paper appointment already log even enter want make another time consume appointment happen yes already try online good service good app', 'unable log even username password write paper appointment already log even enter want make another time consume appointment happen yes already try online good service good app', 'unable log even username password write paper appointment already log even enter want make another time consume appointment happen yes already try online good service good app']","appointment, exist, consume, yes, prompt, paper, credential, already, personal, write"
895,12,895_outer_logout_dual_custer,"['outer', 'logout', 'dual', 'custer', 'razr', 'moto', 'dump', 'remote', 'disappointing', 'whenever']","['recent update app regularly force logout immediately login dual login well crash force logout submit check remote deposit', 'moto razr screen break inside outer screen run banking app find one allow access external display also allow authenticate outer screen force call Custer support log log back computer inconvenient', 'moto razr screen break inside outer screen run banking app find one allow access external display also allow authenticate outer screen force call Custer support log log back computer inconvenient']","outer, logout, dual, custer, razr, moto, dump, remote, disappointing, whenever"
896,12,896_interfere_pushy_times_interrupt,"['interfere', 'pushy', 'times', 'interrupt', 'inconvenience', 'feedback', 'super', 'inconvenient', 'truist', 'provide']","['constantly interfere', 'constantly interfere', 'constantly interfere']","interfere, pushy, times, interrupt, inconvenience, feedback, super, inconvenient, truist, provide"
897,12,897_ssn_pin_enroll_indication,"['ssn', 'pin', 'enroll', 'indication', 'choice', 'skip', 'september', 'theoretically', 'profile', 'baloney']","['finally figure new feature find thing need take week since September update make reasonably usable feature like change pin theoretically useful ability edit recur internal transfer go cancel add back baloney get needlessly complicate year', 'really like make update pin every time biometric change need enroll fingerprint biometric login straight work anymore indication fix need delete whole security profile enroll force pin update point lock constantly since go many pin remember one use banking app annoying', 'really like make update pin every time biometric change need enroll fingerprint biometric login straight work anymore indication fix need delete whole security profile enroll force pin update point lock constantly since go many pin remember one use banking app annoying']","ssn, pin, enroll, indication, choice, skip, september, theoretically, profile, baloney"
898,12,898_amvery_furious_caron_loose,"['amvery', 'furious', 'caron', 'loose', 'form', 'rent', 'fake', 'yesterday', 'today', 'rid']","['site miss get account get bill pay amvery furious fix loose car', 'site miss get account get bill pay amvery furious fix loose car', 'site miss get account get bill pay amvery furious fix loose car']","amvery, furious, caron, loose, form, rent, fake, yesterday, today, rid"
899,12,899_sorry_period_awful_walk,"['sorry', 'period', 'awful', 'walk', 'ever', 'look', 'terrible', 'week', 'trouble', 'bad']","['sorry work sorry work sorry bank terrible', 'sorry work sorry work sorry bank terrible', 'sorry work sorry work sorry bank terrible']","sorry, period, awful, walk, ever, look, terrible, week, trouble, bad"
900,12,900_congress_act_bug_log,"['congress', 'act', 'bug', 'log', 'could', 'get', 'never', 'take', '', '']","['get log bug', 'get log bug', 'take act congress log']","congress, act, bug, log, could, get, never, take, , "
901,12,901_mistype_character_incline_remedie,"['mistype', 'character', 'incline', 'remedie', 'citizens', 'downgrade', 'profile', 'reliabily', 'occasionally', 'acceptable']","['Bank force update app update version allow use password manager expect remember character password every time log acceptable remedie near future incline take business another bank', 'usually Citizens Bank app work fine stop ever lock account occasionally mistype character password couple time mistype character password fine happen type password correctly need let profile period ever lock account', 'usually Citizens Bank app work fine stop ever lock account occasionally mistype character password couple time mistype character password fine happen type password correctly need let profile period ever lock account']","mistype, character, incline, remedie, citizens, downgrade, profile, reliabily, occasionally, acceptable"
902,12,902_crase_soon_close_keep,"['crase', 'soon', 'close', 'keep', 'kick', 'annoying', 'click', 'away', 'open', 'right']","['App keep close soon open', 'App keep crase', 'App keep crase']","crase, soon, close, keep, kick, annoying, click, away, open, right"
903,12,903_idiot_complicated_website_friendly,"['idiot', 'complicated', 'website', 'friendly', 'page', 'user', 'terrible', 'difficult', 'site', 'easy']","['idiot page', 'idiot page', 'idiot page']","idiot, complicated, website, friendly, page, user, terrible, difficult, site, easy"
904,12,904_dunno_landing_trigger_desktop,"['dunno', 'landing', 'trigger', 'desktop', 'plain', 'catch', 'reload', 'flag', 'plz', 'fire']","['long log via app put password reload landing page seem get catch loop trigger many fail log attempt flag lock online account log desktop site work fine', 'long log via app put password reload landing page seem get catch loop trigger many fail log attempt flag lock online account log desktop site work fine', 'long log via app put password reload landing page seem get catch loop trigger many fail log attempt flag lock online account log desktop site work fine']","dunno, landing, trigger, desktop, plain, catch, reload, flag, plz, fire"
905,12,905_virtually_owner_duckduckgo_brave,"['virtually', 'owner', 'duckduckgo', 'brave', 'accompany', 'alarming', 'helpful', 'monitor', 'online', 'detail']","['app show line credit detail online version allow log ever even multiple call technical support close account frustrating bank virtually', 'app show line credit detail online version allow log ever even multiple call technical support close account frustrating bank virtually', 'app show line credit detail online version allow log ever even multiple call technical support close account frustrating bank virtually']","virtually, owner, duckduckgo, brave, accompany, alarming, helpful, monitor, online, detail"
