Review,Date,Stars,Cleaned Reviews
The updated version is terrible,2024-11-09,5,update version terrible
Doesn't work on my device.,2024-11-08,5,work device
Incompatable with my phone!,2024-11-06,5,incompatable phone
Horrible customer support,2024-11-06,5,horrible customer support
"The required update doesn't install on a Samsung Galaxy S7 (as another client pointed out). JC's (whoever that may be) reply was to upgrade the OS to 9.0, but, as a techie should know, a Galaxy S7 can't be upgraded to 9.0, so JC's ""cloaked"" reply was really ""get a new phone"" ... unacceptable. Backwards compatibility should always be maintained when upgrading a corporate system unless there's an good reason for doing otherwise; can you supply a good reason, JC? (written by Gary Burton, not Allie)",2024-11-04,5,require update install Samsung Galaxy another client point whoever may reply upgrade techie know Galaxy upgrade cloaked reply really get new phone unacceptable backwards compatibility always maintain upgrade corporate system unless good reason otherwise supply good reason write Gary Burton Allie
This app locked me out of my account On my phone,2024-11-04,5,app lock account phone
"This app is an absolute trash! Years this app gives issues. Almost everytime that I NEED to have access right away, it doesn't work. I've been using this app for years on 3 different devices, and it's ALWAYS the same BS. I might change bank, I can't stand those idiots no more!",2024-11-04,5,app absolute trash year app give issue almost everytime need access right away work use app year different device always might change bank stand idiot
Very convenient and pleasant to visit,2024-11-02,5,convenient pleasant visit
Not happy with this app doesn't work with my phone,2024-11-01,5,happy app work phone
Search because I want to know what my direct deposit was and when,2024-11-01,5,search want know direct deposit
Not updating Not updating,2024-10-29,5,update update
This app is inconvenient,2024-10-27,5,app inconvenient
Can't use biometric login function,2024-10-25,5,use biometric login function
Have not been able to use the app or online service for 2 days now. No news or anything online. Not even a way to contact them online.,2024-10-23,5,able use app online service day news anything online even way contact online
Can't get on,2024-10-22,5,get
Not good for elders who don't know how to work the charges 🙄,2024-10-21,5,good elder know work charge
"I made a mobile check deposit from one of my checking accounts to TD bank. The checking account the funds came from us well established(over 10years old) to my TD checking. Not only did they put a 6 BUSINESS day hold on the funds, but when I called multiple times to get it released because we got hit by Milton and I needed to go food shopping, their ""fraud check hold dept"" didn't do a damn thing. Unbelievably angry with TD bank. This is after they sent the we want to help email after the storm!",2024-10-21,5,make mobile check deposit one checking account bank checking account fund come well old checking put BUSINESS day hold fund call multiple time get release get hit Milton need food shopping fraud check hold dept damn thing unbelievably angry bank send want help email storm
I had the account for over a year loved it at frist. Loan request was declined due to multiple reasons like not enough account history. Went to a Federal credit Union. Never dealt with got the loan I needed at a less percentage. They also deleted my account after 60 days for inactivity saying I owed them overdraft fees of 90$. I was in the hospital and couldn't keep up with the account. I paid all the bills that made account go over the 60 day back.,2024-10-19,5,account year love frist loan request decline due multiple reason like enough account history go Federal credit Union never deal get loan need less percentage also delete account day inactivity say owe overdraft fee hospital could keep account pay bill make account day back
7 hours and it is still working!!!!!,2024-10-18,5,hour still work
Sucks Sucks,2024-10-18,5,Sucks suck
"This app is a Joke!! We left another bank when their app got got ridiculous to use. Guess it's time for another change. Oh, and BTW, all the apologies are of NO HELP!",2024-10-14,5,app Joke leave another bank app get get ridiculous use guess time another change BTW apology help
The activity tab is just a long list of pending transactions and no other transaction history.,2024-10-14,5,activity tab long list pende transaction transaction history
9 8th,2024-10-14,5,
Hard to log into if forgotten information or switching phones,2024-10-12,5,hard log forget information switch phone
Says its not compatably with my devise... Want the other one back.,2024-10-11,5,say compatably devise want one back
Worst bank,2024-10-10,5,bad bank
"This app DOES NOT EVER recognize my username &/OR password, BUT your website does. Uninstalled. NO time for this nonsense. Can't wait to have my car paid off & finished with this company.",2024-10-10,5,app ever recognize username password website uninstalle time nonsense wait car pay finish company
"There are so many issues to deal with when trying to install this app. Spent HOURS on the phone with tech support; they too were inable to get this app installed. Once it is up and running it is fine but not easy to get to that point! 10-8-24 Another disappointing update. Thid new app is incompatible with my phone. , am , therefore, no longer able to do remote banking. Thanks... Very helpful All you are doing is encouraging depositors to bank elsewhere.",2024-10-08,5,many issue deal try install app spend HOURS phone tech support inable get app instal run fine easy get point another disappointing update Thid new app incompatible phone therefore long able remote banking thank helpful encourage depositor bank elsewhere
NOT COMPATABLE TO MY DEVICE,2024-10-07,5,COMPATABLE device
"This app ""isnt csmpatible"" on my phone. I can no longer see my acct online. I have to erase the update reminder everytime i use my phone. Make it stop, buy me a new phone, or i change banks. This is BSthis id digital internet rape. How do i shut off notifications? My phone ""isn't compatible"" & yet i keep getting update alerts. Total BS!! I can't send, receive texts without being interrupted, can' check sports scores. It is the most intrusive commercial EVER. SPAM, SPAM, SPAM. Can't report it.",2024-10-06,5,app csmpatible phone long see acct online erase update reminder everytime use phone make stop buy new phone change bank BSthis digital internet rape shut notification phone compatible yet keep get update alert total send receive text without interrupt check sport score intrusive commercial ever SPAM SPAM SPAM report
Forced update no longer compatible for my device while all my other apps and the previous version were working well,2024-10-06,5,force update long compatible device app previous version work well
It was the worst bank I've ever banked with.,2024-10-05,5,bad bank ever bank
"Cannot see what charges I have made on my card !!! Everything else is there ,the total I owe ,but not my individual charges",2024-10-05,5,see charge make card everything else total owe individual charge
This app will not download to my phone so it's buy a new phone or uninstall td bank. Terrible options.,2024-10-04,5,app download phone buy new phone uninstall bank terrible option
Worst Bank app,2024-10-04,5,Worst Bank app
Why not make it available to all phones. (Android etc.) I have no way to check my account,2024-10-04,5,make available phone Android etc way check account
Not compatible with my device anymore. I don't want to buy a new phone to use it.,2024-10-04,5,compatible device anymore want buy new phone use
Why can't I use the biometric login? Unfortunately it's a security risk. What changed?,2024-10-03,5,use biometric login unfortunately security risk change
Incompatible junk,2024-10-03,5,incompatible junk
Dropped support for the S7,2024-10-03,5,drop support
This bank is horrible. Just like every other bank there is in America..,2024-10-02,5,bank horrible like every bank America
"google play said it would not work on my phone. android 8.1.0 I can't open the app, what do I do now.",2024-10-02,5,google play say would work phone android open app
It's telling me my phone not compatible so what am I supposed to do,2024-10-02,5,tell phone compatible suppose
Doesnt work on my phone. No good withou buying a new one. Not worth it.,2024-10-01,5,work phone good withou buy new one worth
Can not update,2024-10-01,5,update
It keep on pop up td but i cant upload it,2024-09-30,5,keep pop upload
Was very good! But new update is not compatible with my phone. This is really terrible. My phone is not that old. I can't believe this.,2024-09-30,5,good new update compatible phone really terrible phone old believe
THIS APP IS NO LONGER COMPATIBLE WITH MY PHONE AND THAT REALLY SUCKS NOW I CANT KEEP TRACK OF NOTHING F++++ ON NEW UPDATE,2024-09-30,5,APP long compatible PHONE REALLY suck cant keep TRACK nothing new update
Ive had this app on my phone for years. now today it says i need an update but my phone is not compatible with the app. Was for all these years. Am i supposed to buy another phone for an app. Im not happy at all.,2024-09-30,5,app phone year today say need update phone compatible app year suppose buy another phone app happy
I had to uninstall this app because it said my device is not compatible with this version..I don't understand it was working the other day!! NOT happy!!!🤬,2024-09-30,5,uninstall app say device compatible version understand work day happy
Never able to log in to make my monthly payment. No way to log in without account number. Trying to make my payment from out of town and dont have access to my statement!,2024-09-30,5,never able log make monthly payment way log without account number try make payment town access statement
"useless ,I'm now unable to use my phone for online banķing.",2024-09-30,5,useless unable use phone online banķing
"Not happy with this new app was never notified that there was a new app coming out, it's not compatible with my phone. My phone is a Samsung S7 would have been nice if the company would put out a notification stating they were taking and updating and then also listing what phones that it would and would not be compatible with. Another thing it keeps on popping up every 5 to 10 seconds telling me to update the app, I can't because my phone is not compatible with your new app..",2024-09-30,5,happy new app never notify new app come compatible phone phone Samsung would nice company would put notification state take update also list phone would would compatible another thing keep pop every second tell update app phone compatible new app
"It isn't compatible with my device; therefore, I'm out in the cold. Can't pay my monthly bills. No access to my online banking. Sad.",2024-09-30,5,compatible device therefore cold pay monthly bill access online banking Sad
Not interested. Will not work properly.,2024-09-30,5,interested work properly
"New app is not compatible with my phone. Not in my case, but, what if someone is unable to purchase a new phone?",2024-09-29,5,new app compatible phone case someone unable purchase new phone
sucks,2024-09-29,5,suck
App isn't compatible with my phone. I have to get a new phone to have an updated app.,2024-09-29,5,App compatible phone get new phone update app
"""Biometric login not available"" is the message that has been on the login page for over a year. It did work when I first got the app. Are you ever going to fix it? My wife had a similar issue on her iPhone app but it got fixed. One star may seem harsh for that but it's been broken for an eternity. It makes the app significantly less convenient. Fix it and I'll give you five.",2024-09-29,5,biometric login available message login page year work first get app ever go fix wife similar issue iPhone app get fix one star may seem harsh break eternity make app significantly less convenient fix give five
No connection,2024-09-29,5,connection
Not getting a new phone just for this app. Make it work on older phones,2024-09-29,5,get new phone app make work old phone
All wes line and ATM not working week end night,2024-09-29,5,wes line ATM work week end night
The app keeps asking me to upgrade it what when I try to upgrade it it tells me I can't upgrade it crazy app,2024-09-29,5,app keep ask upgrade try upgrade tell upgrade crazy app
upgrade of app has disabled app for android . pure garbage!!,2024-09-28,5,upgrade app disabled app android pure garbage
To,2024-09-28,5,
I don't understand what is going on ????? Why can't I get my bank account like before?,2024-09-28,5,understand go get bank account like
Woke and lazy fascist programmers building obsolescence into their app. Makes my phone useless. Time to change bank.,2024-09-28,5,Woke lazy fascist programmer build obsolescence app make phone useless time change bank
Terrible I have the same account 34 years. TD bank bought Commerce bank Commerce bank bought Tinton falls state bank,2024-09-28,5,terrible account year bank buy Commerce bank Commerce bank buy Tinton fall state bank
Suddenly it's not compatible with my phone. Not good.,2024-09-28,5,suddenly compatible phone good
"Can't get it , I have an Android.",2024-09-28,5,get Android
"I cant even update it and now I cant use the app. When I press update it takes to google and doesnt let me update. This ridiculous, I cant view my TD App now...",2024-09-28,5,even update use app press update take google let update ridiculous view App
Very time you up date i can't put it on my phone. App is to big for my old phone. Instead of letting people have the old app.,2024-09-28,5,time date put phone App big old phone instead let people old app
TD Bank sucks...can't update...locked out of account...can't speak to anyone...as soon as I can change my direct deposits I'm moving all my money to another bank...screw this bank.,2024-09-28,5,Bank suck update lock account speak anyone soon change direct deposit move money another bank screw bank
It is terrible it won't allow me to access my accounts anymore!,2024-09-28,5,terrible allow access account anymore
Cannot download new update,2024-09-28,5,download new update
the app is saying my phone is not compatible,2024-09-28,5,app say phone compatible
Update should be optional. . .,2024-09-28,5,update optional
This sucks as a TD customer. Thanks for keeping the elderly like myself who dont now how to up date out of the lup.i had to ride to the bank just to check my balance all you guys think about is young people and people who now abot technology and there is many of us who are not technically capable of this stuff .iI now you don't care but I just had to tell you .From a not happy costumer.,2024-09-28,5,suck customer thank keep elderly like date ride bank check balance guy think young people people abot technology many technically capable stuff care tell happy costumer
Im not buying a new phone jus t for your app.,2024-09-28,5,buy new phone jus app
Isn't compatible to my phone????? BS,2024-09-28,5,compatible phone
"Had the app for years with zero issues. Now your telling me my phone isnt compatible with the ""required"" update??? I use the banking app I have NOW and wish to NOT have to upgrade needlessly. Fix the issue, please!!",2024-09-28,5,app year zero issue tell phone compatible required update use banking app wish upgrade needlessly fix issue please
The app is not working correctly and it waste your time and repeating the app over and over on the phone looks like a scam to me,2024-09-28,5,app work correctly waste time repeat app phone look like scam
Don't recommend,2024-09-28,5,recommend
I would give it zero if I could. Four times I received an ad from TD saying that I had to get the new app. A link button brought me to the page. It says the app is not compatible with this version. I had already deleted my old app so now I am back to telephone banking circa 1990. Just a shoddy experience all around.,2024-09-28,5,would give zero could four time receive say get new app link button bring page say app compatible version already delete old app back telephone banking circa shoddy experience around
"Awful it's got me so confused can't even use it gotta go or seek help from bank,can't even use my normal login pathetic why the he'll do you change things just to confuse us or what?",2024-09-28,5,awful get confused even use get seek help bank even use normal login pathetic change thing confuse
Sucks with all these updates so people that don't buy the newest phones out can't use the app anymore.,2024-09-28,5,suck update people buy new phone use app anymore
"Forcing me to update the app, yet it won't let me update saying app isnt compatable due to an earlier version of Android I'm running on my phone..",2024-09-28,5,force update app yet let update say app compatable due early version Android run phone
Says not compatible with my phone! Now it doesn't work!,2024-09-28,5,say compatible phone work
Please stop My phone dos not updating please please please stop this message...if it continues i will find a new bank,2024-09-28,5,please stop phone update please please please stop message continue find new bank
Changed my rating of 5 stars. I've had the app for a number of years and now it is no longer compatible with my phone model. It will be easier to switch banks than phones.,2024-09-28,5,change rating star app number year long compatible phone model easy switch bank phone
"Well if you have an older phone, you're screwed because you can't get the update. FURIOUS!",2024-09-28,5,well old phone screw get update FURIOUS
No longer compatible with my phone with the new update. Do I get a new phone or a new bank? I think bank...,2024-09-28,5,long compatible phone new update get new phone new bank think bank
Sucks doesn't work in my phone,2024-09-28,5,suck work phone
Won't work on my phone now I can't use my TD Bank account,2024-09-28,5,work phone use Bank account
Unfortunately it wont let me update so i no longer have access to the app. Says that my device is no longer compatible with the updated app.,2024-09-28,5,unfortunately let update long access app say device long compatible update app
The unlock card feature is fun. Gives you so much authority especially when it just FORCES you to call them anyways. -SEVERE SARCASM-,2024-09-24,5,unlock card feature fun give much authority especially forces call anyways
Damn app keeps telling me my password is incorrect but when I change it tell me not to use my current password 2 days in a row now,2024-09-22,5,Damn app keep tell password incorrect change tell use current password day row
NIGHTMARE EVERYTIME I LOSE ACCESS.,2024-09-21,5,NIGHTMARE EVERYTIME LOSE ACCESS
What s the point for setting auto payment that does not work on due date times??? Just to make your credit score worse ... i called them they reffered me to close branch i went today the agent wqs unable to give me clear answer just making excuses as te due date may fall on weekend and holidays and so on whereas my issue was not that case it was ordinary due payment ... so i have to pay for this mess they put me in twice. This is very bad service. Each agent has got contrary info to his fellow.,2024-09-19,5,point set auto payment work due date time make credit score worse call reffere close branch go today agent wqs unable give clear answer make excuse due date may fall weekend holiday whereas issue case ordinary due payment pay mess put twice bad service agent get contrary info fellow
"Doesn't work for car loans, can't find the app that does.",2024-09-19,5,work car loan find app
Same issue with mobile deposit two years later. Do better.,2024-09-17,5,issue mobile deposit two year later well
useless app useless bank and useless customers service they can never help but how they take your money,2024-09-16,5,useless app useless bank useless customer service never help take money
Cant pay card in full when transactions are pending,2024-09-13,5,pay card full transaction pende
"""Why is this the only bank transactions still take 10 to 15 days to clear on Debit after you paid and the business already got the funds?????""...Do not get this bank you need a Lawyer, Screen Recordings, Screen shots, and a contact number to do reports cause I had this bank for years and they been stealing funds thus far that aren't traceable or no transaction of it. Your money just ends up gone when you look however, all things been cleared and pending funds have already been taken.",2024-09-12,5,bank transaction still take day clear Debit pay business already get get bank need Lawyer Screen Recordings Screen shot contact number report cause bank year steal fund thus far traceable transaction money end go look however thing clear pende fund already take
Will not open,2024-09-10,5,open
"For as long as I can recall, on 3 different phones, the mobile deposit feature has given me issues. The majority of the time I attempt to use it, I am logged out after taking a picture of the check. This is highly inconvenient, as I now live in Northern California where there are very few TD Bank locations; none at all in my vicinity. I hope this is rectified soon, or I will be changing banks.",2024-09-04,5,long recall different phone mobile deposit feature give issue majority time attempt use log take picture check highly inconvenient live Northern California Bank location none vicinity hope rectify soon change bank
Downgraded to one star cannot get back into my account online even though they have my biometric fingerprint as well as my voice recognition when I called the 1-800 number thinking they are 24 hours and they can help me. No help if I have to show my ID in person why am I giving them my voice recognition or my fingerprint does not make sense. I'm going to have those features removed off of my account,2024-09-02,5,downgrade one star get back account online even though biometric fingerprint well voice recognition call number think hour help help show person give voice recognition fingerprint make sense go feature remove account
This app is horrible or takes longer to log in than to go online and check my acct.. the app constantly appears to be searching to log in,2024-08-31,5,app horrible take long log online check acct app constantly appear search log
They know the new truck the dealership sold me is a lemon under AZ state law the deal should not be allowed yet they haven't done anything to help me fix all the problems still waiting. The truck should be in the junk yard.,2024-08-29,5,know new truck dealership sell lemon state law deal allow yet anything help fix problem still wait truck junk yard
CAN'T DOWNLOAD APP!,2024-08-27,5,DOWNLOAD APP
"Terrible app, you have to close it out just to login most times......... write literally ridiculous that billion dollar companies refuse to invest back into their products including the app that consumers use.",2024-08-27,5,terrible app close login time write literally ridiculous billion dollar company refuse invest back product include app consumer use
Constantly getting errors when trying to transfer money between accounts TD Bank is terrible,2024-08-27,5,constantly get error try transfer money account Bank terrible
"Never og in with my fingertip, always shows there is an error",2024-08-24,5,never fingertip always show error
"Update - 1 year later and it's still broken??? PLEASE FIX THE AUTO PAY BUG, it keeps logging me out when trying to setup recurring payments thru auto pay",2024-08-23,5,update year later still break please fix auto pay BUG keep log try setup recur payment thru auto pay
Could not get on app,2024-08-17,5,could get app
"Never opens, useless app",2024-08-15,5,never open useless app
Update to remind everyone that TD Bank will not allow you to use your money. Their customer service lied to me when I moved and stated that I would still be able to do everything I could do in store over the internet. Their customer service manager is refusing to acknowledge that their customer support lied to me when I called in with my financial advisor and are refusing to give me my money back for costs incured when they forced me to travel in a pandemic as an immunecompromised person,2024-08-13,5,update remind everyone Bank allow use money customer service lie move state would still able everything could store internet customer service manager refuse acknowledge customer support lie call financial advisor refuse give money back cost incur force travel pandemic immunecompromise person
Care about customers and dont just open accounts.,2024-08-11,5,care customer open account
Worst bank I have in America,2024-08-11,5,bad bank America
take safe mode OFF!! !!,2024-08-08,5,take safe mode OFF
For the most part of the day this app is not available. I have my fingerprint save and it keeps asking for username and password,2024-08-07,5,part day app available fingerprint save keep ask username password
"Every time I log in I need to reset the password, because biometrics ""aren't available""",2024-08-06,5,every time log need reset password biometric available
"8/2024...Alert system still useless. Every other credit card sends me text with name of vendor and amount charged.. it shouldn't be that hard to fix. I have their apps on my phone as well and thy dont have thi problem. Alert system is totally useless!. When I've charged TD Bank sends me a notice. It says it's been used for more than the amount you've set. Well, I've set 5 cents on every credit card. So now I have to go into the app and see where it's been used to be effective. Every other car",2024-08-05,5,alert system still useless every credit card send text name vendor amount charge hard fix app phone well thy thi problem alert system totally useless charge Bank send notice say use amount set well set cent every credit card app see use effective every car
Terrible with Zelle! Terrible!,2024-08-05,5,terrible Zelle terrible
They protect people who commit idenity theft. Still no progress or updates or even anyone reaching out when someone stole my identit and opened at this bank if youre a criminal they are amazing!,2024-08-05,5,protect people commit idenity theft still progress update even anyone reach someone steal identit open bank criminal amazing
Keeps stopping now doesn't even open,2024-08-05,5,keep stop even open
Randomly blocks basic transactions like subway rides. No way to unblock other than calling customer service which is always busy. Fingerprint unlock half the time slow or doesn't work. Pending cc refunds have wrong sign! Customer service simply ignores you. No transaction details. Statements are not downloaded to any standard folder. Slow! The list of issues just keeps piling up with no improvement,2024-08-05,5,randomly block basic transaction like subway ride way unblock call customer service always busy fingerprint unlock half time slow work pende refund wrong sign customer service simply ignore transaction detail statement download standard folder slow list issue keep pile improvement
This app is no good. For this to be a banking app. It is horrible. It never opens. The app makes me want to leave the bank.,2024-08-01,5,app good banking app horrible never open app make want leave bank
ulu u y how do,2024-08-01,5,ulu
"Made a mistake switching to this bank. I deposited a check. I got a text saying they going to hold my check for 6 days before it clears. Makes no sense. I'm so sad now, that is way too long. I have bills to pay. No excuse can justify this trauma.",2024-07-30,5,make mistake switch bank deposit check get text say go hold check day clear make sense sad way long bill pay excuse justify trauma
"Trying to open an account but it's asking for my account number, which I don't have if I'm just now trying to open an account",2024-07-29,5,try open account ask account number try open account
Please Don't open an account with TD Bank they suck I just joined them on January 1st 2024 and they want to close my account for no reason they won't tell me the details All that they are telling me is to go to the branch I'm not doing that so don't open an account with TD Bank use Santander bank they are a good business owner,2024-07-28,5,please open account Bank suck join January want close account reason tell detail tell branch open account Bank use Santander bank good business owner
Doesn't open,2024-07-27,5,open
"It doesn't allow me to use my biometric when I open app sometimes, so then I have to force close and restart it. That's very annoying. I have a z flip 5",2024-07-26,5,allow use biometric open app sometimes force close restart annoying flip
A pain to login to my account. This is new because I've been easily signing in for years. It is absolute pain to use my cell phone as I did previously.,2024-07-25,5,pain login account new easily sign year absolute pain use cell phone previously
"Idk why this keeps happening, but the app seems to have an issue with the bill pay feature. This is the second time (this year) that it's been showing an error message. It's very inconvenient because I like to pay my bills ON TIME. I need yall to tighten up and hire proper IT people so that this situation doesn't keep repeating itself. If I can't have access to my own money when I need it, what good is this bank to me?! Please fix the problem or I'll take my business elsewhere.",2024-07-24,5,idk keep happen app seem issue bill pay feature second time year show error message inconvenient like pay bill TIME need tighten hire proper people situation keep repeat access money need good bank please fix problem take business elsewhere
Not sure what going on with app I having been a customer long but I having been able to use the app I only been a customer for a month that a little disappointed hopeful it get fix soon,2024-07-24,5,sure go app customer long able use app customer month little disappointed hopeful get fix soon
Never sends notifications for things like overdraft,2024-07-24,5,never send notification thing like overdraft
1124pm I have to come on here to express my opinion.... F#$%... f u,2024-07-24,5,come express opinion
"Garbage, constantly issues with the app and this bank. Worst bank in America",2024-07-20,5,garbage constantly issue app bank bad bank America
why would you schedule maintenance on a Friday morning when everyone is trying to check to see their paycheck cleared?,2024-07-19,5,would schedule maintenance Friday morning everyone try check see paycheck clear
"Why pay extra to get my deposit 2 days earlier? From TD bank: ""Do you need to cover pending payments or emergency expenses before the next business day? At TD Bank we offer Fast Funds, which can help you keep your cash flowing with instant access to eligible check deposits. * For a nominal fee, Fast Funds gives you access to your deposited money more quickly. Update 7/19/24: cannot access app or website due to TD outage. Cannot check on deposit or ise my card.",2024-07-19,5,pay extra get deposit day early bank need cover pende payment emergency expense next business day Bank offer Fast Funds help keep cash flow instant access eligible check deposit nominal fee Fast Funds give access deposited money quickly update access app website due outage check deposit ise card
Always having issues at the wrong time. I am ready to be done with TD on top of the terrrrrible customer service,2024-07-19,5,always issue wrong time ready top terrrrrible customer service
"Recently opened an account with TD bank. Noticing that's been a huge mistake... here it is payday friday and I get sorry for the inconvenience app unavailable. The funding process took all week... should have seen a problem which honestly I did. Immediately funds taken out of my bank, yet it took 4 business days to show up in my td bank account. Typical with new accounts however their 24/7 customer service line is unavailable and the mobile app is unavailable???? um excuse me? I got bills???????",2024-07-19,5,recently open account bank notice huge mistake payday friday get sorry inconvenience app unavailable funding process take week see problem honestly immediately fund take bank yet take business day show bank account typical new account however customer service line unavailable mobile app unavailable excuse get bill
"Terrible bank to work with. What other banks like capital one,bofa,chase do in seconds requires so much effort and pain",2024-07-19,5,terrible bank work bank like capital one bofa chase second require much effort pain
I've been with TD Bank for a little over 3 years after being with them this long had I not known to go to my TD online account I would have never known that in my account was closed without my consent they closed my account for no reason and call them and then they tell me that they're terribly sorry that we had to end the relationship well that puts a damper on everything and I really feel like I would never recommend somebody to come to this bank if they were going to do this to me,2024-07-13,5,Bank little year long know online account would never know account close without consent close account reason call tell terribly sorry end relationship well put damper everything really feel like would never recommend somebody come bank go
Takes forever to load and open. Biometrics unavailable. So many glitches. I love tdbank but I hate this app,2024-07-10,5,take forever load open biometric unavailable many glitch love tdbank hate app
The worst bank on earth,2024-07-09,5,bad bank earth
I never have any problems with TD bank 🏦. Until now don't let me do my Zelle transaction. I have to disconnect the app and start everything again and no want try to help you as before covid you have to do are you own terrible service.,2024-07-07,5,never problem bank let Zelle transaction disconnect app start everything want try help covid terrible service
The new app update is both unhelpful and bug ridden. Very frustrating.,2024-07-06,5,new app update unhelpful bug ride frustrating
I can't even use my TD Bank app to get money out,2024-07-02,5,even use Bank app get money
"Take too long to get into the other account venmo and Cash App. Send it true time. Get with it, zelle",2024-06-30,5,take long get account venmo Cash App send true time get zelle
This app used to work fine but now it never loads properly. I have to close it and reopen it 2 or 3 times to use it. Every time.,2024-06-30,5,app use work fine never load properly close reopen time use every time
hate,2024-06-30,5,hate
"It will not work, it says information does not match.",2024-06-28,5,work say information match
You messup people phone. I can't even check my statements now. Who cares about all those updates crazy things. You don't give it danm about your customers.,2024-06-27,5,messup people phone even check statement care update crazy thing give danm customer
This is so bad I am considering doing business with a competing bank. I have had an accounts with TD for 10yrs or more. It is that bad.,2024-06-27,5,bad consider business compete bank account bad
"DONT USE TD BANK!! THEY ARE SHYSTERS, Won't let me pay my card off and decided to charge me an interest fee the next day.",2024-06-25,5,dont use BANK shyster let pay card decide charge interest fee next day
"Btw fees, being treated as a less than intellectually capable individual & ultimately paying to keep my accounts open. I spent more trying to be a customer then actually being one. It's not a neighborly care team. It's all advertising & marketing. Teller's judging you based on your account history, representatives coercing you that you need to put more money in to reap more benefits & just general lack of customer respect. The only other company to be in the same ballpark is SallieMae/navient.",2024-06-24,5,btw fee treat less intellectually capable individual ultimately pay keep account open spend try customer actually one neighborly care team advertising marketing Teller judge base account history representative coerce need put money reap benefit general lack customer respect company ballpark SallieMae navient
My zelle not working,2024-06-21,5,zelle work
Could not log into app.,2024-06-20,5,could log app
This TDBank app does not list a setting for depositing a check. No opportunity to Deposit.,2024-06-19,5,TDBank app list setting deposit check opportunity Deposit
"worst banking app, cant find routing number, now looking for a option to activate card and i don't even see my card.",2024-06-17,5,bad banking app find routing number look option activate card even see card
it sucks,2024-06-14,5,suck
"EDIT 6/13/24 The app does not detect the Chrome or Edge pw managers or the Microsoft authenticator app. It never offers the option to fill in the login info. easier to just access tdbank through the browser on my phone or computer, where the password manager works and i don't have to look up the login info. This has been going on for years.",2024-06-13,5,EDIT app detect Chrome Edge manager Microsoft authenticator app never offer option fill login info easy access tdbank browser phone computer password manager work look login info go year
"I never write reviews but an app that just seems to want to waste my time and makes me mad. Is it going to work this time? Is it going to disable biometric login? Is it going to tell me that it's not compatible with my pixel 6a? I know why it's causing me trouble, but lets be clear here. I have an android instead of an iphone because I want to own my device and have some sort of control over it. If TD wants to keep causing problems they are just saying I should find a new bank.",2024-06-06,5,never write review app seem want waste time make mad go work time go disable biometric login go tell compatible pixel know cause trouble let clear android instead iphone want device sort control want keep cause problem say find new bank
bring back bio login.,2025-05-21,5,bring back bio login
I have so much problem logging on my phone and on the laptop constant having to set my password.,2025-05-10,5,much problem log phone laptop constant set password
"features like ""pay my credit card"" doesn't work. ""we apologize for the inconvenience, thank you for your patience"".",2025-05-08,5,feature like pay credit card work apologize inconvenience thank patience
"Long story short: DO NOT USE TD BANK!!! Their fraud department is dumber than a pile of bricks. I tried to make a withdrawal of $20 and they immediately blocked my card. Even after I confirmed it was me in a text, the morons STILL blocked it. I was trapped in the city, with no way of getting home. It was one of the scariest moments of my life, and it's all because the fraud department gives me as much trouble as any fraudster.",2025-05-03,5,long story short use BANK fraud department dumber pile brick try make withdrawal immediately block card even confirm text moron still block trap city way get home one scary moment life fraud department give much trouble fraudster
not able to sign in,2025-05-02,5,able sign
This app is causing such trouble. It's not optimized for my phone or something since the bottom is cut off. preventing me to set up automatic payments and add new payees to my zelle. FIX THIS!,2025-04-28,5,app cause trouble optimize phone something since bottom cut prevent set automatic payment add new payee zelle fix
navigation can be frustrating. Website is even worse!!,2025-04-24,5,navigation frustrating Website even bad
always seems to be down for maintenance,2025-04-17,5,always seem maintenance
"Buggy...the main problem with this app is it needs to be forced closed and restarted unless you explicitly log out of your access, so much so I am going to close my account at TD to resolve this. The merits of the bank aside, the main consideration is the app doesn't work very well but it's got a few minor but noticeable issues, and I've got two other financial apps that aren't this wonky.",2025-04-08,5,Buggy main problem app need force close restart unless explicitly log access much go close account resolve merit bank aside main consideration app work well get minor noticeable issue get two financial app wonky
"TD has consistently removed things that I signed up for. First the coin counting machine (which is why I signed onto them to begin with). The app works but it's nothing special, especially compared to Capital One. It's just banking, all there is too it really.",2025-03-03,5,consistently remove thing sign first coin counting machine sign onto begin app work nothing special especially compare Capital one banking really
miserable experience setting up on my android phone,2025-02-20,5,miserable experience set android phone
Doesn't accept deposit pictures as of 2/19/2025,2025-02-20,5,accept deposit picture
Choosing options within Bill Pay crashes the app,2025-02-19,5,choose option within Bill Pay crash app
TD Authentication call code number has changes from a Cali # to Georgia # no notification was sent to make customers aware of this. I couldn't access login I contacted cust.svce was told they were unaware of any change in numbers. Cust. svce verified no fraudulent activity & suggested to go in house to speak a bank representative. We uninstalled/reinstalled app & it was confirmed chged after a few yrs of use of sme call code. So consumers chck & dble b4 confirming anything.,2025-02-11,5,Authentication call code number change Cali Georgia notification send make customer aware could access login contact tell unaware change number Cust svce verify fraudulent activity suggest house speak bank representative uninstalle reinstalled app confirm chge yrs use sme call code consumer chck dble confirm anything
Theres always a problem with this app showing you your transaction history ...it never loads up,2025-02-05,5,always problem app show transaction history never load
The App Acts Up A Lot.,2025-01-30,5,App act lot
