Review,Date,Stars,Cleaned Reviews,neg,neu,pos,compound,vader_label,star_sentiments
"Paid for service is fine, but I don't want to find out about it after you had me create an account and start telling you about me. You may not keep my data. Even worse, I can't get to settings to deactivate account without paying. I am stuck at a pay wall.",2025-01-16,3,pay service fine want find create account start tell may keep datum even worse get setting deactivate account without pay stick pay wall,0.128,0.76,0.112,-0.2318,negative,1
Dissapointing 👎👎👎 App charges $99.99 a year. I'm better off just doing what I'm doing now using my calendar,2025-01-08,3,dissapointe App charge year well use calendar,0.1,0.762,0.138,0.2023,positive,1
Not actually free,2025-01-05,3,actually free,0.575,0.425,0.0,-0.4023,negative,1
Subscription trial heads up NOT FREE,2025-01-04,3,subscription trial head free,0.394,0.606,0.0,-0.5014,negative,1
"Couldn't figure out how to sign up for the free trial. It let me create an account and sent a code to my email, but when I tried to sign up for the trial it kept asking me for my ""password"" and kept rejecting the password I just created and typed in, which I'm sure is correct. But it wouldn't take it.",2025-01-03,3,could figure sign free trial let create account send code email try sign trial keep ask password keep reject password create type sure correct would take,0.06,0.804,0.136,0.4854,positive,1
"One star because it's a ""free"" app until you download it and see that it actually requires a subscription. This deceptive marketing needs to stop.",2025-01-02,3,one star free app download see actually require subscription deceptive marketing need stop,0.091,0.909,0.0,-0.296,negative,1
Every app that forces you to update and inconvenience you when your trying to do something gets a one star from me,2024-12-31,3,every app force update inconvenience try something get one star,0.111,0.889,0.0,-0.3612,negative,1
"It *was* an ok replacement for Mint, but now it's useless. Most of our accounts stopped syncing 1.5 months ago (same bank). When we tried to reconnect, we received an error stating support had been informed. Nope. I then submitted a ticket to support. Responses have been dismal to none - days go by w/no contact. Support tried to fix it at one point & ended up breaking the connection even worse! We have a 12 month subscription & we can't even use it. Complete waste of $ for us at this point.",2024-12-24,3,replacement Mint useless Most account stop sync month ago bank try reconnect receive error state support inform nope submit ticket support response dismal none day contact support try fix one point end break connection even worse month subscription even use complete waste point,0.208,0.682,0.11,-0.9184,negative,1
Found I was able to track and keep up with expenses faster myself than this app could it also could not properly calculate expenses to budget as trying to do so made it only calculate expenses and not income so therefore I am highly unsatisfied with the app and will proceed with doing my own budgeting/expenses,2024-12-24,3,find able track keep expense fast app could also could properly calculate expense budget try make calculate expense income therefore highly unsatisfied app proceed budgeting expense,0.053,0.947,0.0,-0.4576,negative,1
"I linked my bank accounts with the app, but the app displays incorrect information about my spending/income. Due to this error, I don't find this spp reliable.",2024-12-22,3,link bank account app app display incorrect information spending income due error find spp reliable,0.149,0.851,0.0,-0.6355,negative,1
Cannot change account that transaction(s) are linked to,2024-12-20,3,change account link,0.0,1.0,0.0,0.0,neutral,1
Expensive,2024-12-18,3,expensive,0.0,1.0,0.0,0.0,neutral,1
fix etrade integration with MFA! it doesn't work with plain nor fincity .,2024-12-15,3,fix etrade integration MFA work plain fincity,0.0,1.0,0.0,0.0,neutral,1
"Can't even use the app because my subscription ended and it won't allow me to resubscribe. It tells me I have a subscription (which I don't). I haven't been able to access my data for over three days now because their barely-existent support is dragging their feet with helping me. For a paid app, the poor support from Monarch is completely unacceptable.",2024-12-12,3,even use app subscription end allow resubscribe tell subscription able access datum three day barely existent support drag foot help pay app poor support Monarch completely unacceptable,0.121,0.765,0.114,-0.1177,negative,1
Forced to start a free trial and sign up before getting to view the app. I absolutely will not sign up without getting a visual of the interface and features first. To see that immediately after opening the app for the first time was crazy. Why would I give you all my information for a trial when the trial advertisement is the only glimpse I've gotten of the entire app so far? Weird stuff.,2024-12-10,3,force start free trial sign get view app absolutely sign without get visual interface feature first see immediately open app first time crazy would give information trial trial advertisement glimpse get entire app far weird stuff,0.097,0.859,0.044,-0.4728,negative,1
I never got to use it. It wouldn't let me in the app it would only show the free trial thing and wouldn't let me exit! Terrible!,2024-12-07,3,never get use would let app would show free trial thing would let exit terrible,0.1,0.775,0.125,0.1984,positive,1
used since Mint closed. has never worked with syncing with many common accounts (E.g. wealthsimple). uninstalling.,2024-12-05,3,use since Mint close never work sync many common account wealthsimple uninstalle,0.0,1.0,0.0,0.0,neutral,1
"I've been dealing with support for 3 months to fix my duplicated transactions (Plaid issue), and then one morning they just deleted 95% of my data for the year and asked me to check it out. Unreal.",2024-12-02,3,deal support month fix duplicate transaction Plaid issue one morning delete datum year ask check unreal,0.0,0.928,0.072,0.4019,positive,1
Paid,2024-11-29,3,pay,0.0,1.0,0.0,0.0,neutral,1
No actual free version.,2024-11-28,3,actual free version,0.293,0.267,0.44,0.2732,positive,1
Doesn't work with coinbase.,2024-11-27,3,work coinbase,0.0,1.0,0.0,0.0,neutral,1
No place to enter discount code,2024-11-25,3,place enter discount code,0.306,0.694,0.0,-0.296,negative,1
They lure you in with free trial but make it extremely difficult to unsubscribe. I constantly have to reconnect my banks to the app.,2024-11-17,3,lure free trial make extremely difficult unsubscribe constantly reconnect bank app,0.137,0.782,0.08,-0.3694,negative,1
It linked my accounts but keeps saying it isn't its charged me will not let me use the service I did sign up for.. greedy greedy greedy,2024-11-16,3,link account keep say charge let use service sign greedy greedy greedy,0.27,0.672,0.058,-0.7883,negative,1
"This product claims to help you manage your finances, but it falls short of its promises. The syncing feature is unreliable, leaving your accounts out of date and inaccurate. Plus, the expense tagging system is hit or miss – often missing the mark entirely. If you are looking for a consistent and dependable budgeting app, steer clear of Monarch. Trust me, your time and money is better spent elsewhere.",2024-11-16,3,product claim help manage finance fall short promise sync feature unreliable leave account date inaccurate plus expense tagging system hit miss often miss mark entirely look consistent dependable budgeting app steer clear Monarch trust time money well spend elsewhere,0.058,0.735,0.208,0.9224,positive,1
Have to purchase to use app,2024-11-14,3,purchase use app,0.0,1.0,0.0,0.0,neutral,1
They took my money after I cancelled the trial. I had to contact their email and phone to get my money back. It should never happened in the first place but they finally refunded me after 2-3 weeks.,2024-11-14,3,take money cancel trial contact email phone get money back never happen first place finally refund week,0.041,0.959,0.0,-0.128,negative,1
It's a paid app that doesn't admit it's paid until after you registered and filled the questionnaire... :(,2024-11-10,3,paid app admit pay register fill questionnaire,0.23,0.77,0.0,-0.5411,negative,1
"7 Day Free Trial then $15/month. 7 days is not nearly enough time to find out if a financial app is going to work. 30 days minimum to track all expenses, follow budgeting, etc. Uninstalled immediately.",2024-11-09,3,Day Free Trial month day nearly enough time find financial app go work day minimum track expense follow budgeting etc uninstalle immediately,0.0,0.907,0.093,0.5106,positive,1
Awful mobile experience. The app continues to kick me to the subscription page even though it says I have an active subscription. It will not sync data without the subscription activation. Terrible compared to the desktop version.,2024-11-08,3,awful mobile experience app continue kick subscription page even though say active subscription sync datum without subscription activation terrible compare desktop version,0.146,0.789,0.065,-0.5267,negative,1
payed only,2024-11-06,3,pay,0.0,1.0,0.0,0.0,neutral,1
No free account? No thank you.,2024-11-06,3,free account thank,0.361,0.164,0.475,0.34,positive,1
You want me to pay for an app I'm gonna use for budgeting? FOH,2024-10-31,3,want pay app go use budgeting FOH,0.095,0.816,0.088,-0.0258,neutral,1
This app has no free features. KittyKatKay...! 🎀,2024-10-30,3,app free feature KittyKatKay,0.204,0.463,0.333,0.3382,positive,1
Resuming is ridiculous. I stopped for 2 months and wanted to come back so I paid and then realized that I had to read every single account and that is just hard but I already paid so I am stuck doing it.,2024-10-27,3,resume ridiculous stop month want come back pay realize read every single account hard already pay stick,0.186,0.814,0.0,-0.6505,negative,1
Not free required payment,2024-10-26,3,free require payment,0.474,0.526,0.0,-0.4023,negative,1
Awful. Connections kept resetting. I couldn't reclassify a mortgage account so the entire net worth/balance was off. The screen would freeze when trying to add connections and I'd have to close the app to get back to the home screen. All these 5 star reviews must be from the web version. Glad I canceled before the subscription started.,2024-10-26,3,Awful connection keep reset could reclassify mortgage account entire net worth balance screen would freeze try add connection close app get back home screen star review must web version Glad cancel subscription start,0.052,0.876,0.072,0.0516,positive,1
$100/year and still no Android widgets?,2024-10-23,3,year still Android widget,0.306,0.694,0.0,-0.296,negative,1
"I encountered two bugs in my first hour of use, one of which made the app nearly useless to me. Reporting the issues got a generic response with a help article.",2024-10-22,3,encounter two bug first hour use one make app nearly useless report issue get generic response help article,0.089,0.825,0.086,-0.0258,neutral,1
"Using a Google Pixel 6a I was unable to use the app because every menu was dark text on dark background. Similar issues for light mode. I first found this months ago, so I was surprised to find the same issue again yesterday. I bet this is a great app, but they need more testing on Android.",2024-10-22,3,use Google Pixel unable use app every menu dark text dark background similar issue light mode first find month ago surprised find issue yesterday bet great app need testing Android,0.0,0.922,0.078,0.4835,positive,1
Repeatedly disconnects with my bank and a credit card. Made the software useless. Uninstalled,2024-10-21,3,repeatedly disconnect bank credit card make software useless uninstalled,0.171,0.671,0.159,-0.0516,negative,1
"Whenever I'm looking for a solution to help budget and save money, the last place I want to find myself in another subscription. $100 a year? No thank you.",2024-10-18,3,whenever look solution help budget save money last place want find another subscription year thank,0.064,0.585,0.351,0.8316,positive,1
Horrid app. Doesn't connect to banks the way it should and the one bank it connected to showed 0's in all my accounts.,2024-10-17,3,Horrid app connect bank way one bank connect showed account,0.137,0.863,0.0,-0.5423,negative,1
Want a refund!! I haven't been using it. I had to figure out out how to cancel because you guys never make things like that to be easy.,2024-10-16,3,want refund use figure cancel guy never make thing like easy,0.137,0.702,0.16,0.1714,positive,1
doesn't work on my phone. just get a blank white screen.,2024-10-16,3,work phone get blank white screen,0.0,1.0,0.0,0.0,neutral,1
The app crashes a lot. I don't find a lot of the features useful at all.,2024-10-12,3,app crash lot find lot feature useful,0.0,0.805,0.195,0.4404,positive,1
"thanks for taking all of my information, and then telling me you're willing to offer a trial, and then demand money from me. 0/100 stars, hate you.",2024-10-11,3,thank take information tell willing offer trial demand money star hate,0.167,0.74,0.093,-0.3182,negative,1
"Boo. Don't take my money to manage my money. I recommend PocketGuard, Honeydue or even GoodBudget for those less willing to throw money at tracking money.",2024-10-09,3,Boo take money manage money recommend PocketGuard Honeydue even GoodBudget less willing throw money track money,0.0,0.906,0.094,0.3612,positive,1
"What an absolute BLUE nightmare! Horrid deisgn. cant even get it set up to start using it - hrs of trying to delete their endless rules and categories, entire thing is set up with 100 rules and 100 categories , none of which are relevant to a regular person. You can't delete categories only hide them, so the list is an absolute mess, and every time you wanna hide one of their bs categories you have to jade the entire app and move the transactions under a diff category before you can disable .",2024-10-08,3,absolute blue nightmare horrid deisgn even get set start use hrs try delete endless rule category entire thing set rule category none relevant regular person delete category hide list absolute mess every time wanna hide one category jade entire app move transaction diff category disable,0.102,0.898,0.0,-0.8268,negative,1
DONT DO IT... THEY say there is a free trial and then charge you 4 days early unannounced... total scam,2024-10-05,3,dont say free trial charge day early unannounced total scam,0.161,0.696,0.143,-0.1027,negative,1
It would let me go past the pay wall.,2024-10-02,3,would let past pay wall,0.149,0.851,0.0,-0.1027,negative,1
Couldn't use with out paying,2024-10-01,3,could use pay,0.0,1.0,0.0,0.0,neutral,1
Free download but you cannot use the app without a subscription.,2024-09-28,3,free download use app without subscription,0.0,0.807,0.193,0.2846,positive,1
AVOID AT ALL COSTS. Accounts desync constantly. Transactions lag or dont show up at all. Interface looks good but is actually kind of trash to interact with. Dont waste your money here.,2024-09-24,3,avoid cost account desync constantly transaction lag show interface look good actually kind trash interact waste money,0.1,0.765,0.135,0.3141,positive,1
A budget app that can't track your bills,2024-09-21,3,budget app track bill,0.0,1.0,0.0,0.0,neutral,1
"Data collection app, not a budget app! My bank won't connect to app. Can't budget without connecting account.",2024-09-19,3,data collection app budget app bank connect app budget without connect account,0.0,1.0,0.0,0.0,neutral,1
Now paying (100/yr) for a service that's half as good as the (free) mint service was. No. Widgets or a lot of what made meant so good. I hope the executives for this company realize they should actually do something good and not just rake in a bunch of money for the first year everyone's forced to look for someone thing else. Please actually make a good app!,2024-09-14,3,pay service half good free mint service widget lot make mean good hope executive company realize actually something good rake bunch money first year everyone force look someone thing else please actually make good app,0.067,0.709,0.224,0.9036,positive,1
"Oh cool. Let's help you save and track money by forcing you to sign up for yet ANOTHER subscription. Hard pass, instant uninstall.",2024-09-13,3,cool let help save track money force sign yet another subscription hard pass instant uninstall,0.049,0.664,0.287,0.7783,positive,1
I'm trying to get a budgeting app. Because I'm not working right now and money is really tight. That's usually the point of a budgeting app is because money is tight. II downloaded the app and as soon as I answered a couple questions. They wanted me to pay a $100 a year when I have literally no money which is why I need a budgeting app. It's absolutely ridiculous to charge that much for it. So don't download it if you're expecting a free app or a cheap app.,2024-09-09,3,try get budgeting app work right money really tight usually point budget app money tight download app soon answer couple question want pay year literally money need budgeting app absolutely ridiculous charge much download expect free app cheap app,0.075,0.886,0.039,-0.2716,negative,1
won't let you get past account creation b4 making you subscribe to free trial 👎,2024-09-09,3,let get past account creation make subscribe free trial,0.0,0.69,0.31,0.6597,positive,1
"Inferior to Mint in nearly every way & 100% more expensive. I message them every other week because accounts keep disconnecting or won't update. They can't fix these issues & when I get tired of replying to messages, they eventually close my case as ""solved."" One time my savings account just stopped updating & transactions from my checking account started showing up under my savings account. I get meaningless notifications on the app & website. Not enough room to list all faults. Won't renew.",2024-09-06,3,inferior Mint nearly every way expensive message every week account keep disconnect update fix issue get tired reply message eventually close case solve one time saving account stop update transaction checking account start show saving account get meaningless notification app website enough room list fault renew,0.158,0.842,0.0,-0.91,negative,1
"Ads in a paid app, that is terrible. Edit: 3 months later and the app still nags me each month that they want more money.",2024-09-05,3,ad pay app terrible edit month later app still nag month want money,0.196,0.755,0.049,-0.5994,negative,1
"Syncing is awful, transactions never up to date. Since I can never trust the balances I have to login to each account to confirm things which completely defeats the purpose, and balances are often not off by small amounts! Trending is not good, they don't know how to deal with 401k contributions and other investments. It's crazy that I pay for this and it can't sync with Toyota or Fidelity credit cards, yet mint handled those and it was free.",2024-08-31,3,sync awful transaction never date since never trust balance login account confirm thing completely defeat purpose balance often small amount trend good know deal contribution investment crazy pay sync Toyota Fidelity credit card yet mint handle free,0.165,0.769,0.066,-0.7841,negative,1
"DO NOT USE! I don't know if it matters that we're in Canada but my husband & I have been using this app for over 6 months & it's absolutely horrible. It drops my bank accounts all the time, it adds in double transactions, it delays in transactions (even when synced) or categorizes them differently despite taking the time to set up the categories & rules. You're better off setting up an excel sheet, it'll be just as much time to maintain & at least you'll know it's accurate! WASTE OF MONEY!",2024-08-29,3,use know matter Canada husband use app month absolutely horrible drop bank account time add double transaction delay transaction even sync categorize differently despite take time set category rule well set excel sheet much time maintain least know accurate WASTE money,0.109,0.802,0.089,-0.6079,negative,1
Constantly disconnects accounts. Ide give it a 0.00,2024-08-27,3,constantly disconnect account ide give,0.0,1.0,0.0,0.0,neutral,1
No free tier. I will make an app for the people. Coming soon.,2024-08-26,3,free tier make app people come soon,0.142,0.645,0.213,0.2732,positive,1
"Won't connect to Westfield Bank, Same as Rocket Money .",2024-08-23,3,connect Westfield Bank Same Rocket Money,0.0,1.0,0.0,0.0,neutral,1
Charges 100. Bucks without your consent.,2024-08-22,3,charge buck without consent,0.485,0.515,0.0,-0.4149,negative,1
The fact that I have to pay money to save money is a bit redundant. No thank you,2024-08-20,3,fact pay money save money bit redundant thank,0.169,0.563,0.268,0.4767,positive,1
No free version,2024-08-18,3,free version,0.338,0.154,0.508,0.2732,positive,1
Ask for subscription payment and does not let you explore the app,2024-08-16,3,ask subscription payment let explore app,0.0,1.0,0.0,0.0,neutral,1
"I'm a paid member of monarch and overall have enjoyed the app. However, I am having problems with the app not wanting to load at all. I tried deleting the app, clearing the cache for stopping etc but nothing is working. All of my other banking apps work without any issues so I have no idea why monarch isn't responding. Even after recent updates it's not making any difference. I hope this is a temporary problem and not something ongoing especially since I was considering renewing my subscription.",2024-08-15,3,pay member monarch overall enjoy app however problem app want load try delete app clear cache stop etc nothing work banking app work without issue idea monarch respond even recent update make difference hope temporary problem something ongoing especially since consider renew subscription,0.109,0.825,0.066,-0.4437,negative,1
"Worthless. Accounts disconnect constantly. In my case, one of my linked accounts doesn't show the information in Monarch. The app automatically creates a budget for you, and then sends countless notifications that you exceeded your budget on everything- things that are fixed expenses like health insurance premiums. Worst of all, I am unable to delete my account! I can't get past a pop-up confirmation screen that asks if I want to continue. Customer service is unresponsive about it.",2024-08-14,3,worthless account disconnect constantly case one link account show information Monarch app automatically create budget send countless notification exceed budget thing fix expense like health insurance premium bad unable delete account get past pop confirmation screen ask want continue customer service unresponsive,0.09,0.838,0.073,-0.5255,negative,1
Doesnt even set up an account without a subscription....,2024-08-13,3,even set account without subscription,0.0,1.0,0.0,0.0,neutral,1
Yuck its a free trial.. wish that was stated before I wasted my time and gave my email..,2024-08-12,3,yuck free trial wish state waste time give email,0.144,0.586,0.27,0.4215,positive,1
"You can't even check out the potential features of the app before it forces you to sign up for a ""7 day free trail"" That you can only get if you sign up for their service. So there's no way to know if you're signing up to pay for something thats going to be worth it.",2024-08-07,3,even check potential feature app force sign day free trail get sign service way know sign pay something go worth,0.065,0.849,0.087,0.323,positive,1
Stop trying to bill me almost $100 when I dont even have the app!,2024-08-06,3,stop try bill almost even app,0.172,0.828,0.0,-0.3595,negative,1
I've tried daily during my free trial to get it to connect to my main bank WSECU and it still can't connect to them. Totally useless app when the main bank I use isn't supported.,2024-08-06,3,try daily free trial get connect main bank WSECU still connect totally useless app main bank use support,0.128,0.788,0.084,-0.1913,negative,1
"This app has the exact same intro text and formatting as PocketGuard. Seems like one of them is sketchy, and I don't know which one...",2024-08-06,3,app exact intro text formatting PocketGuard seem like one sketchy know one,0.0,0.902,0.098,0.3612,positive,1
The tech is pretty bad. It's all based on transactions flowing into monarch from your bank accounts and credit cards. Those just stop showing up For weeks or more which makes the entire package useless,2024-08-05,3,tech pretty bad base transaction flow monarch bank account credit card stop show week make entire package useless,0.192,0.677,0.131,-0.4019,negative,1
"Give me Mint back right now please, I'll happily pay for it... Monarch budget is the greatest waste of money ever. The app never auto-syncs with my banks. It's more of an annoyance than anything else, what a ripoff.",2024-07-31,3,give Mint back right please happily pay Monarch budget great waste money ever app never auto sync bank annoyance anything else ripoff,0.138,0.655,0.207,0.6527,positive,1
"Not worth the price they charge, Can loose all your history, in a second. No customer service at all.",2024-07-31,3,worth price charge loose history second customer service,0.291,0.709,0.0,-0.6329,negative,1
"$80 for the start, no thanks",2024-07-29,3,start thank,0.242,0.44,0.319,0.1779,positive,1
Charged my card over $100 and I did not want the app it is useless you can get the same kind of app that works better for free,2024-07-28,3,charge card want app useless get kind app work well free,0.171,0.647,0.182,0.3352,positive,1
"Connection issues daily with PayPal, Robinhood, and others. I am almost done with the free trial and don't think it's worth $100 to continue. It's a real shame, because this app is exactly what I need in a finance and budget app. Please fix these connectors and I will return!",2024-07-27,3,connection issue daily PayPal Robinhood almost free trial think worth continue real shame app exactly need finance budget app please fix connector return,0.092,0.794,0.114,0.2792,positive,1
Setting up a password requires an email. Can't just set it up in the app like most apps. The link they send keeps saying it is expired. The app says I am already a subscriber even though I am not. I would pass on this. My guess is they bought their Google ranking and are paying out to influencers to write about how great they are. The initial sign-up screen in app doesn't work.,2024-07-25,3,set password require email set app like app link send keep say expire app say already subscriber even though would pass guess buy Google ranking pay influencer write great initial sign screen app work,0.0,0.91,0.09,0.765,positive,1
Makes you sign up and then tells you you have to pay for it.,2024-07-21,3,make sign tell pay,0.097,0.903,0.0,-0.1027,negative,1
"locked behind paywall. it makes you create an account then asks you a bunch of questions, then makes you pay before you can access anything on the app. scummy tactic",2024-07-18,3,lock behind paywall make create account ask bunch question make pay access anything app scummy tactic,0.046,0.885,0.069,0.1779,positive,1
No free version,2024-07-16,3,free version,0.338,0.154,0.508,0.2732,positive,1
"I downloaded it and got everything set up just for it to say it's between $100-$180 a year to do anything. Not worth the money. :,)",2024-07-15,3,download get everything set say year anything worth money,0.068,0.932,0.0,-0.1695,negative,1
"I really like Monarch but on two separate occasions I've discovered numerous missing transactions. Deleting and relinking the accounts fixed the issues temporarily, but that's a deal breaker for me. I haven't had that issue with another (significantly less expensive) app. Even if it means I'll have slightly less granularity in certain aspects of that other app as compared to Monarch, at least I'll have all transactions imported properly.",2024-07-14,3,really like Monarch two separate occasion discover numerous missing transaction delete relinke account fix issue temporarily deal breaker issue another significantly less expensive app even mean slightly less granularity certain aspect app compare Monarch least transaction import properly,0.04,0.901,0.059,0.0902,positive,1
Can't get some accounts to connect,2024-07-14,3,get account connect,0.0,1.0,0.0,0.0,neutral,1
Must pay for service,2024-07-12,3,must pay service,0.318,0.682,0.0,-0.1027,negative,1
"I settled on Monarch after trying a few other options post-Mint. Unfortunately Monarch is useless. 6/15 various accounts just never connect and support's suggestion is that I manually enter transactions for them. If I do that, why would I pay you? Additionally the ""goal"" functionality is batty. When I transfer money into my Roth IRA, that's counted in my budget as an expense AND a contribution to a goal. It's double counted and I'm being told I'm spending more than I'm bringing in SMDH",2024-07-11,3,settle Monarch try option post mint unfortunately Monarch useless various account never connect support suggestion manually enter transaction would pay additionally goal functionality batty transfer money Roth IRA count budget expense contribution goal double count tell spend bring SMDH,0.083,0.917,0.0,-0.6808,negative,1
Paid app but doesn't tell you that until after you signed up.,2024-07-09,3,pay app tell sign,0.0,1.0,0.0,0.0,neutral,1
"Not user friendly, app layout/look, looks nothing like the images shown, not very intuitive, hard to understand what its asking or telling me, all the numbers and dates and payments are wrong on the app generated notifications and payment reminders, its telling me stuff i bought in the past, has payments coming up,, and hard to impossible to edit.... how is this rated so highly? This is terrible.. . This doesn't help me organize anything just wastes a lot of time and costs a lot of money..",2024-07-08,3,user friendly app layout look look nothing like image show intuitive hard understand asking tell number date payment wrong app generate notification payment reminder tell stuff buy past payment come hard impossible edit rate highly terrible help organize anything waste lot time cost lot money,0.112,0.855,0.033,-0.7959,negative,1
App won't update and app says I can't use it until I update. Tried uninstalling and reinstalling. Nothing's working.,2024-07-08,3,App update app say use update try uninstalle reinstall nothing work,0.0,1.0,0.0,0.0,neutral,1
I moved over from Mint and have been disappointed in the apps inability to maintain bank connections. Two of my accounts require frequent reconnecting. What's the point of having an app to gather all your accounts in one place if it frequently can't connect to them all? I spend more time reconnecting apps than I do looking at my budget. Not worth the $50 annual fee and I won't be renewing.,2024-07-05,3,move Mint disappoint app inability maintain bank connection two account require frequent reconnecting point app gather account one place frequently connect spend time reconnecte app look budget worth annual fee renew,0.104,0.896,0.0,-0.7555,negative,1
No free version,2024-07-04,3,free version,0.338,0.154,0.508,0.2732,positive,1
"Monarch has spotty support for FI's and the ones that are supported have sync issues on a regular basis. When you contact support they give you useless troubleshooting steps and don't offer to work with engineering to fix their problems, they just blame the FI. Without reliable transaction and balance updates the app becomes useless. I don't know why anyone would pay for this product when it's almost as much work to maintain as manual spreadsheets. I'm just glad I didn't pay full price.",2024-06-28,3,Monarch spotty support one support sync issue regular basis contact support give useless troubleshooting step offer work engineering fix problem blame without reliable transaction balance update app become useless know anyone would pay product almost much work maintain manual spreadsheet glad pay full price,0.141,0.73,0.129,-0.0258,neutral,1
"Does not update whenever transaction occurs waited a fill day and never saw my paychecks update. Also, the app seems to not count certain transactions for certain businesses or whenever my landlord takes a check out. Don't recommend spending $100 a year on this app.",2024-06-27,3,update whenever transaction occur wait fill day never see paycheck update also app seem count certain transaction certain business whenever landlord take check recommend spend year app,0.128,0.872,0.0,-0.5773,negative,1
So many bugs with connectors and accounts just randomly changing from positive values to negative whenever if feels like it. Investment graphs dont work at all. Support is awful and just tells you to recreate the connection if anything goes wrong. This never works and removes all historical data. Then you tell that to support and it goes nowhere. Do not waste your money on this app. There are better budget trackers out there!,2024-06-25,3,many bug connector account randomly change positive value negative whenever feel like investment graph work support awful tell recreate connection anything go wrong never work remove historical datum tell support go nowhere waste money app well budget tracker,0.126,0.687,0.187,0.6815,positive,1
no free version.,2024-06-19,3,free version,0.338,0.154,0.508,0.2732,positive,1
Constantly inverts my mortgage back and forth with every ingestion.,2024-06-17,3,constantly invert mortgage back forth every ingestion,0.0,1.0,0.0,0.0,neutral,1
Play make you pay first don't do it of no use,2024-06-17,3,play make pay first use,0.257,0.571,0.171,-0.0516,negative,1
Terrible replacement for Mint. Can't keep some of my accounts connected on any of the provided connection methods. Some of them even connected for a while and then stopped despite no changes on my end. Mint just worked. Wish they would've let me pay them.,2024-06-13,3,terrible replacement Mint keep account connect provide connection method even connect stop despite change end Mint work wish would let pay,0.128,0.78,0.092,-0.2052,negative,1
"DON'T WASTE YOUR MONEY ON THIS APP! Had the app for a couple months, and now it gives me an error every time I try to sign in. Talk to support for the last 3 months and they have absolutely no clue what they're doing or how to fix it. Not even the latest updates addressed this issue. This is a garbage group of engineers.",2024-06-13,3,WASTE money APP app couple month give error every time try sign talk support last month absolutely clue fix even late update address issue garbage group engineer,0.076,0.838,0.086,0.1713,positive,1
"I paid $100 for the subscription. It was working fine for the first two months, but now, it no longer updates my information. I deleted the app and reinstalled it, same results. My suggestion, save your money. Sadly, people who are seeking financial stability, turn to this app for help, but in the end, they get taken advantage of and scammed out of their money. Pray and seek the Lord for help first, which is what I should have done to begin with.",2024-06-13,3,pay subscription work fine first two month long update information delete app reinstall result suggestion save money sadly people seek financial stability turn app help end get take advantage scamme money pray seek Lord help first begin,0.067,0.744,0.189,0.8945,positive,1
"Requires a yearly or monthly subscription fee!!! Why would I dare pay money for a budget app, when I trying to use said app to SAVE MONEY?!",2024-06-11,3,require yearly monthly subscription fee would dare pay money budget app try use say app SAVE money,0.051,0.764,0.185,0.6909,positive,1
Requires $100 annual subscription after one week free trial. I wish Google Play would make apps disclose this before download so I know what to expect before installing.,2024-06-10,3,require annual subscription one week free trial wish Google Play would make app disclose download know expect instal,0.0,0.732,0.268,0.8126,positive,1
Absolutely not irresponsibly spending on ANOTHER useless subscription.,2024-06-09,3,absolutely irresponsibly spend another useless subscription,0.286,0.714,0.0,-0.4215,negative,1
"Looks free but isnt, seemed like a nice tool but I'm not willing to spend more money to try and save money",2024-06-08,3,look free seem like nice tool willing spend money try save money,0.195,0.584,0.222,0.1991,positive,1
"Google Play says this is a free app, but it requires a subscription.",2024-06-07,3,Google Play say free app require subscription,0.0,0.7,0.3,0.431,positive,1
What is with these budget tracking companies collecting all of your personal data before explaining that their system works on a monthly subscription? The only reason to not state that at the start is they want to sell the data of anyone who doesn't join the monthly subscription 😒,2024-06-02,3,budget track company collect personal datum explain system work monthly subscription reason state start want sell datum anyone join monthly subscription,0.039,0.934,0.027,-0.1501,negative,1
Oneamerica retirement account not supported,2024-05-30,3,Oneamerica retirement account support,0.329,0.671,0.0,-0.2411,negative,1
"Great for tracking expenses, but tracking loans and investments is impossible. Nothing stays linked, and support is a joke.",2024-05-28,3,great tracking expense track loan investment impossible nothing stay link support joke,0.0,0.628,0.372,0.836,positive,1
Transactions won't update. Is It because I'm still in trial mode?,2024-05-21,3,transaction update still trial mode,0.0,1.0,0.0,0.0,neutral,1
App does not sync with web (i.e budget changes and transaction category/label changes).,2024-05-06,3,App sync web budget change transaction category label change,0.0,1.0,0.0,0.0,neutral,1
Constantly freezes and app not responding,2024-04-24,3,constantly freeze app respond,0.18,0.82,0.0,-0.0258,neutral,1
Major connection issues with my CU and the automated support suggestions have not been helpful.,2024-04-21,3,major connection issue automated support suggestion helpful,0.129,0.721,0.15,0.0946,positive,1
Monarch sucks! Almost as bad as Credit Karma. Mint why have you forsaken me?,2024-04-14,3,Monarch suck almost bad Credit Karma Mint forsake,0.307,0.561,0.133,-0.5289,negative,1
"At first this app is only what you need for your finances, if only it kept connection to the bank accounts. I bought subscription after 3 hours of using, because the app has everything. But the transactions are not updating, I have to reconnect bank account every day... Very annoying. When the connection bug is fixed, definitely will buy a paid subscription.",2024-04-12,3,first app need finance keep connection bank account buy subscription hour use app everything transaction update reconnect bank account every day annoying connection bug fix definitely buy pay subscription,0.063,0.881,0.056,-0.1128,negative,1
